Cumulative Return,Sharpe Ratio,Max Drawdown,Forecast RMSE,Model Variant,Total Transaction Cost,Symbol,ABC
0.002574655000000639,0.04037760708076423,0.001314193585462495,0.010301672037652716,LSTM Only,0,EURUSD,C
0.0008746499999999651,0.025895030178866834,0.0006939937049314391,0.010301672037652716,+ ABC,0,EURUSD,C
-0.0024501399999998104,-0.14178338442760646,0.0024501399999998104,0.010301672037652716,+ EOQ,280,EURUSD,C
-0.0013301399999998103,-0.08944539620599869,0.0013301399999998103,0.010301672037652716,Full System,168,EURUSD,C
